476768.02,3888123.61,21.92
476770.83,3888124.54,22.01
476785.04,3888121.35,22.03
476799.95,3888120.08,22.05
476160.29,3888133.77,21.09
476178.46,3888131.81,21.10
476189.60,3888130.43,21.07
476199.95,3888130.18,21.10
476209.04,3888130.02,21.03
476210.91,3888130.10,21.06
476229.79,3888137.35,20.75
476239.29,3888136.57,20.65
476241.11,3888136.27,20.63
476259.95,3888134.30,20.71
476267.78,3888133.87,20.54
476270.13,3888133.88,20.59
476288.13,3888130.10,20.56
476291.79,3888130.30,20.50
476309.05,3888139.44,20.78
476310.77,3888139.65,20.79
476326.29,3888137.12,20.79
476336.92,3888134.66,20.77
476341.37,3888133.94,20.77
476355.01,3888131.03,20.87
476365.47,3888139.08,20.91
476378.29,3888133.05,21.26
476384.61,3888133.15,20.97
476390.06,3888133.59,21.07
476402.60,3888130.25,20.86
476415.69,3888130.24,20.82
476420.99,3888130.08,20.96
476439.98,3888139.32,21.10
476442.53,3888138.57,21.02
476459.40,3888134.74,20.87
476460.92,3888134.25,20.86
476470.42,3888133.63,20.99
476485.29,3888130.79,21.01
476496.09,3888130.58,21.16
476501.78,3888139.90,21.37
476518.53,3888139.81,21.11
476523.54,3888139.09,21.02
476537.58,3888137.86,21.03
476540.43,3888137.53,21.19
476551.16,3888131.98,21.45
476562.90,3888130.88,21.59
476576.52,3888134.20,21.18
476581.66,3888133.07,21.36
476590.79,3888131.05,21.49
476603.84,3888130.03,21.41
476610.37,3888130.24,21.72
476629.71,3888139.72,21.91
476638.44,3888139.84,21.50
476640.55,3888139.61,21.49
476650.45,3888137.74,21.91
476661.58,3888139.88,21.93
476675.45,3888138.35,21.83
476689.80,3888135.50,21.79
476691.83,3888136.19,21.78
476703.64,3888131.90,21.87
476711.95,3888130.33,21.99
476729.84,3888130.32,21.92
476739.77,3888130.01,21.94
476740.22,3888130.03,21.98
476752.40,3888130.11,22.20
476762.07,3888135.24,22.25
476776.86,3888139.93,22.12
476780.27,3888139.98,22.21
476794.73,3888130.10,22.19
476169.62,3888145.26,20.95
476175.28,3888144.53,20.96
476187.18,3888143.86,21.02
476190.81,3888142.25,21.09
476207.50,3888144.42,21.06
476219.81,3888140.59,21.06
476229.20,3888140.03,20.90
476231.43,3888140.22,20.95
476240.81,3888140.10,21.01
476259.35,3888147.75,20.97
476268.30,3888149.75,20.77
476278.04,3888148.17,20.68
476281.41,3888147.92,20.66
476299.95,3888149.66,21.02
476307.61,3888140.06,20.90
476310.40,3888140.09,21.05
476321.15,3888145.67,21.08
476330.30,3888144.93,21.33
476349.40,3888141.99,21.08
476354.24,3888140.73,20.79
476360.51,3888140.81,20.98
476379.94,3888147.90,21.10
476381.48,3888147.79,21.04
476390.38,3888146.54,21.11
476409.50,3888141.69,21.45
476413.02,3888140.66,21.45
476428.53,3888140.00,21.52
476439.23,3888140.05,21.27
476446.19,3888149.37,21.17
476450.50,3888148.96,21.29
476469.99,3888144.40,21.17
476471.44,3888144.23,21.12
476480.12,3888143.26,21.30
476495.86,3888140.66,21.27
476508.64,3888143.18,21.34
476518.62,3888140.01,21.12
476524.38,3888140.20,21.09
476530.22,3888140.00,21.18
476546.86,3888143.20,21.51
476550.03,3888142.68,21.68
476568.99,3888149.98,21.72
476576.73,3888149.87,21.37
476580.53,3888149.88,21.70
476590.77,3888149.70,21.92
476604.42,3888140.11,21.96
476619.19,3888142.62,22.03
476629.39,3888141.53,21.64
476636.43,3888141.03,21.49
476640.10,3888140.03,21.50
476659.65,3888149.99,21.88
476661.61,3888140.09,21.92
476676.12,3888140.35,21.88
476683.26,3888147.69,22.00
476692.13,3888149.95,22.13
476709.78,3888147.87,22.00
476716.41,3888146.88,21.85
476729.52,3888145.59,21.90
476731.95,3888144.73,21.86
476745.96,3888149.59,22.11
476752.37,3888149.71,22.11
476766.07,3888141.49,22.00
476772.69,3888141.32,21.92
476780.55,3888140.91,22.12
476797.77,3888148.65,22.01
476168.52,3888154.92,20.74
476175.66,3888153.94,20.75
476181.40,3888150.00,21.14
476199.83,3888159.87,21.38
476205.70,3888158.91,21.30
476212.72,3888158.22,21.31
476222.63,3888154.07,21.05
476239.83,3888155.23,21.21
476248.42,3888153.10,20.93
476251.69,3888151.70,20.93
476268.42,3888150.16,20.79
476270.01,3888150.22,20.86
476287.87,3888156.29,21.25
476297.75,3888150.13,21.06
476300.00,3888150.01,21.08
476310.36,3888150.12,21.41
476321.07,3888153.36,21.39
476330.26,3888150.47,21.40
476349.95,3888158.97,21.32
476356.82,3888159.07,21.23
476360.33,3888158.85,21.57
476370.87,3888150.02,21.70
476389.77,3888158.01,21.75
476399.94,3888151.08,21.54
476400.88,3888151.01,21.51
476419.75,3888159.70,21.52
